Year,Date,Amount,Description,Category,Sold By,Importance
2023,24/10/2023,16.39,"SKY-TOUCH Silicone Spatula Set - 6 Piece Non-Stick Rubber Spatula Set, Heat-Resistant Spatula Kitchen Utensils Set for Cooking, Baking and Mixing",Kitchen Acessories ,Amazon.ae,High
2023,24/10/2023,19.47,NeoLavish - Microfiber Cleaning Cloth - 3Pack - Kitchen Towel Microfiber Set - Cleaning Towels - Reusable Microfibre Cloths - All-Purpose Kitchen Towel Cloth - Lint Free Cloth,Coffee Acessories ,Neolavish,High
2023,24/10/2023,28.05,L'Oreal Paris Studio Line Mineral Control Invisi Gel Extra Strength 150Ml,Grooming ,Amazon.ae,Low 
2023,24/10/2023,12.00,Bcleen Quick Table Sanitizer 900 ml,Cleaning & Hygiene Supplies ,Amazon.ae,High
2023,25/10/2023,687.66,"Ray-Ban Square Sunglasses For Unisex - Green, Rb2140 901/5854",Fashion,Amazon.ae,High
2023,26/10/2023,59.99,"FEISEDY Unisex Sunglasses, Retro Square Oversized Sunglasses for Women Men, UV Protection Anti Eyestrain Fashion Shade, for Driving Traveling, Partty Sun Glasses, All-Match Eyewear B2385",Fashion,FEISEDY-AE,High
2023,26/10/2023,59.99,"FEISEDY Unisex Sunglasses, Retro Square Oversized Sunglasses for Women Men, UV Protection Anti Eyestrain Fashion Shade, for Driving Traveling, Partty Sun Glasses, All-Match Eyewear B2385",Fashion,FEISEDY-AE,High
2023,30/10/2023,24.95,"Air Wick life scents multi-layered fragrance reed diffuser turquoise oasis (driftwood, sea spray & warm breeze), eliminates bad odour like cat litter",Cleaning & Hygiene Supplies ,Amazon.ae,High
2023,30/10/2023,12.00,Bcleen Quick Table Sanitizer 900 ml,Cleaning & Hygiene Supplies ,Amazon.ae,High
2023,01/11/2023,67.00,"ESR for iPhone 15 Case Cover, Compatible with MagSafe, Military-Grade Protection, Yellowing Resistant, Scratch-Resistant Back, Magnetic Phone Case for iPhone 15, Classic Series, Clear",Phone Acessories,Dexterifytech AE Store_ESR Official,medium
2023,02/11/2023,21.06,"Beardo Hair Wax Xxtra Strong Hold, 100 gm",Grooming ,Amazon.ae,High
2023,02/11/2023,27.99,4 oz. Brown Disposable Ripple Insulated Coffee Cups - Hot Beverage Corrugated Paper Cups [50 cups],Coffee Acessories ,MARKQ-AE,High
2023,02/11/2023,35.90,"Anker USB-C to USB-C Cable, 643 Cable 100W 6ft, USB 2.0 Type C Charging Cable Fast Charge for MacBook Pro 2020, iPad Pro 2020, iPad Air 4, iPad Mini 6, Galaxy S21, Pixel, Switch (Cloud White)",Phone Acessories,AnkerDirect AE,High
2023,07/11/2023,24.95,"
Abdulla Yousuf Majid Charco-Lite, Smart Charcoal Tablets, 40 Mm",Oudh & Oudh Accessories ,Amazon.ae,High
2023,13/11/2023,999.00,Charbroil Char-broil - Charcoal Grill 580 - Black,BBQ Accessories,Champions LTD,High
2023,13/11/2023,48.00,5pcs Stainless-steel BBQ Grill Tool Set with Knife Brush Fork Spatula and Tong with Oxford Bag,BBQ Accessories,Music-Instrument,High
2023,13/11/2023,29.00,Weber Natural Brown Lighter Cubes,BBQ Accessories,Amazon.ae,High
2023,13/11/2023,38.90,"Arabest Grill Brush, 3 in 1 Rust Resistant Stainless Steel Grill Scraper Bbq Brush with Hook, Safe Wire Scrubber, 45cm Extra Strong Grill Cleaning Brush for Outdoor Grill (Black)",BBQ Accessories,unshineseller,High
2023,13/11/2023,187.65,Weber Floor Protection Mat 120 x 80 cm,BBQ Accessories,Amazon.ae,High
2023,13/11/2023,49.59,"Weber Grate Cleaner, Black 300 ml (Pack of 1) 17875",BBQ Accessories,Amazon.ae,High
2023,13/11/2023,109.00,"Black & Decker 126 Pieces Hand Tool Kit In Kitbox For Home Diy & Professional USe, Orange/Black - Bmt126C,",Tools ,Amazon.ae,High
2023,13/11/2023,25.00,"ECVV 6 Pcs BBQ Skewers Set, 19 inch Turkish Skewers with Wooden Handle, Stainless Steel Kebab Skewers, for Koobideh Kebab, Turkish Style BBQ",BBQ Accessories,Amazon.ae,High
2023,13/11/2023,17.00,"ROYALFORD Barbeque Grill With Wooden Handle, Folding Portable Bbq Basket For Fish Vegetables Shrimp, Larger Grilling Area, Lockable Grate Silver M, RF10389",BBQ Accessories,Amazon.ae,High
2023,13/11/2023,35.00,Weber Apple Wood Chips,BBQ Accessories,Amazon.ae,High
2023,13/11/2023,36.00,"Barbecue Grill Light Magnetic Base Super-Bright LED BBQ Lights - 360 Degree Flexible Gooseneck, Weather Resistant, Batteries No-Included - Pack of 2",BBQ Accessories,Valuabledeal,medium
2023,13/11/2023,26.00,"BLACKSTONE Charcoal Holder, Charcoal Chimney Starter for Outdoor Grill or Camp, charcoal Chimney Starter with wooden handle, Charcoal Box - BBQ Accessories - SCBQ03",BBQ Accessories,Amazon.ae,High
2023,13/11/2023,27.00,"CZHEN BBQ Gloves 800 ? / 1472 Extreme Heat Resistant Grilling Non-Slip Oven with Fingers Outdoor Cooking Mitts for Barbecue, Grill, (Black 1 Pair)",BBQ Accessories,BlingGo-UAE,High
2023,15/11/2023,69.00,"BIODERMA Photoderm Max Body Sunscreen Spray Spf 50+, 200 Ml",Grooming , KUKH,High
2023,15/11/2023,14.99,"Hair Detangler Brush Natural Wet Detangling Brush for Kinky Curly Hair, Black",Grooming ,Milano beauty ⭐⭐⭐⭐⭐,High
2023,15/11/2023,17.00,"Amazon Basics Standard Dog Poop Bags With Dispenser and Leash Clip, Unscented, 300 Count, 20 Pack of 15, Black, 33 x 22.8 centimeters",Pet Acessories,Amazon.ae,High
2023,15/11/2023,30.00,TOSHIBA Heavy Duty AAA 24 Battery Pack,Gadget Acessories,Amazon.ae,High
2023,15/11/2023,39.74,"Wax Paper Burger Discs, 500 Pieces, Round, 11 cm, Non- Stick Parchment Paper for Burger Press and Patty Makers | Wax Sheets for Hamburger, Burger Patties, Meat Balls",Kitchen Supplies ,Zenbione,High
2023,15/11/2023,33.19,Smash Burger Press Grill Stainless Steel Cooking Smasher Round and Square Accessories Kit for Flat Hamburger Patty Maker 5.5 Inch (Wooden Round Handle),Kitchen Acessories ,Goggy E-Commerce Company,High
2023,20/11/2023,84.00,Hosseini MM Export 3-Copy Boxed Set,Books ,Amazon.ae,High
2023,20/11/2023,33.00,"Sensodyne Multi Care + Whitening Toothpaste For Sensitive Teeth, Superior Whitening Action, 75Ml, Pack Of 2",Toiletries ,Amazon.ae,High
2023,20/11/2023,31.40,"Arm & Hammer Pure Baking Soda, 1.81 kg",Cleaning & Hygiene Supplies ,Amazon.ae,High
2023,23/11/2023,67.98,Globalstar Refreshing Wet Towel RT01 Set of 20 Pieces (Lemon),Gifts ,THE COSMETICS MALL,Low 
2023,01/12/2023,15.50,"Harpic Flushmatic Original In-Cistern Toilet Cleaner, 50g (Pack of 3)",Cleaning & Hygiene Supplies ,Amazon.ae,High
2023,01/12/2023,69.68,Venice 1000 Piece Jigsaw Puzzle,Home Games ,Amazon.ae,High
2023,01/12/2023,11.25,WD-40 Aerosol Lubricants Multi-Use Spray - 100 ml,Tools ,Amazon.ae,High
2023,01/12/2023,68.00,"Acrylic Risers Display Stand 4 Tiered Clear Display Shelf for Small Collectibles, Perfume Organiser Holder Cupcake Dessert Stands Nail Polish Organizer Rack Acrylic Storage Shelves for Pop Figures",Home Imporvement,Dongguanshixinzhoumaoyiyouxiangongsi,High
2023,01/12/2023,50.50,WILSON ALUMINIUM COPPER HAMMERED WOK WITH INDUCTION BOTTOM AND MARBLE COATING INSIDE- 32CM (CKB4-CPR-WK32),Kitchen Acessories ,Amazon.ae,High
2023,02/12/2023,120.81,"Fruit Of The Loom Men's Eversoft Cotton Stay Tucked Crew T-Shirt, Regular - 6 Pack - White, M",Garments,Amazon.ae,High
2023,02/12/2023,20.00,"Generic mens Sneaker Cleaning wipes Shoe Care Product, Natural, Large",Sneaker Acessories ,Marjan ST,medium
2023,02/12/2023,27.99,"Cat Water Fountain Filters, 5-Packs Pet Water Dispenser Filter With Triple Filtration System, Pet Fountain Carbon Filters Compatible with 3L Automatic Pet Fountain",Pet Acessories,XBD UAE Store,High
2023,04/12/2023,89.99,"THE WHITE SHOP 8pcs Natural Wood Bird Perch Wooden Parrot Perch Stand Fork Toys Hanging Multi-Branch Perch Platform Hammock Swing Toy for Macaws, Small Parakeets, Conures.",Pet Acessories,Your Tree Products,Low 
2023,04/12/2023,17.27,RIO Spray Millet Natural Treat for All Birds 100g,Pet Acessories,Amazon.ae,Low 
2023,04/12/2023,12.30,Zolux Bird Bath Internal,Pet Acessories,Amazon.ae,Low 
2023,04/12/2023,21.32,"Bio Balance Organic Aloe Vera Shampoo, 330 Ml",Toiletries ,Amazon.ae,High
2023,04/12/2023,37.24,Beaphar Multivitamin Liquid With Taurine For Cat 50 Ml,Pet Acessories,Amazon.ae,High
2023,04/12/2023,31.66,"Oral B Pro-Expert Pulsar Toothbrush, Multi Colour, Assorted, 35 Medium",Toiletries ,Amazon.ae,High
2023,04/12/2023,24.15,Arm & Hammer Cat Litter Deodizer 567g,Pest Control,Amazon.ae,High
2023,04/12/2023,43.68,ZuPreem Smart Selects Parakeets 2lb,Pet Acessories,Amazon.ae,Low 
2023,x05/12/2023,29.90,"Qniceone Nut Milk Bags 4 PCS 12""x12""- Reusable Food Mesh Strainer, Almond Milk Nut Bag Cheese Bag, Food Grade Nylon Mesh for Straining, Celery Juice, Cold Brew Coffee, Yogurt Making",Kitchen Supplies ,NICEONE.uae,Medium
2023,05/12/2023,31.99,"DOQAUS Grill Thermometer Meat Thermometer Kitchen Thermometer Digital Thermometer with 3s Instant Readout, Foldable Long Probe and LCD Screen, Auto ON/Off for Kitchen, Grill, BBQ, Milk, Coffee, Water",Kitchen Acessories , DOQAUS UAE,Medium
2023,06/12/2023,20.25,"Carabiner Snap, Exquisitely High Strength Snap Hook, Black Carabiner, for Mountaineering for Backpack",Pet Acessories,Ccylezshy,Low 
2023,06/12/2023,59.99,"FUFU 12 Pack, 2 oz Small Clear Glass Bottles with Lids & 3 Stainless Steel Funnels - 60ml Boston Round Sample Bottles for Potion, Juice, Ginger Shots, Oils",Kitchen Supplies ,JOYFULHOME,High
2023,07/12/2023,15.29,Hagen Living World Cuttlebone White Twinpack - Small,Pet Acessories,Amazon.ae,Low 
2023,07/12/2023,13.00,Wilton Decorating Squeeze Bottles 12 oz 0261296,Kitchen Acessories ,Amazon.ae,Medium
2023,08/12/2023,60.99,"Santo Coffee Scale with Timer 3kg/0.1g High Precision Pour Over Drip Espresso Scale with Back-Lit LED Display (Batteries Not Included), black",Coffee Acessories ,Santo2019,High
2023,09/12/2023,23.70,"Prestige Mini Fry Pan - PR21820, Black",Kitchen Acessories ,Amazon.ae,Low 
2023,09/12/2023,12.00,Bcleen Quick Table Sanitizer 900 ml,Cleaning & Hygiene Supplies ,Amazon.ae,High
2023,11/12/2023,12.99,"Cosmoplast Plastic Round Flowerpot 10” With Tray, Terracotta, 10 Inches",Gardening Tool & Accessories ,Amazon.ae,Medium
2023,12/12/2023,17.88,"
4Pcs 25cm Garden Tool Set Shovel Cultivator Trowel Leaf Trimmer Rake Miniature Fairy Planting Transplanters Hand Kit, green",Gardening Tool & Accessories ,Richocean,Medium
2023,12/12/2023,30.00,RedOne AQUA HAIR GEL WAX Full Force Black -5 ounces /150 ml,Grooming ,THE COSMETICS MALL,High
2023,14/12/2023,12.99,"Cosmoplast Plastic Round Flowerpot 10” With Tray, Terracotta, 10 Inches",Gardening Tool & Accessories ,Amazon.ae,Medium
2023,18/12/2023,31.86,"
Shalimar Potting Soil - Organic Soil, 50 L",Gardening Tool & Accessories ,Amazon.ae,Medium
2023,18/12/2023,96.90,"Finish Powerball Dishwasher Detergent All in One Tablets for Deep Clean & Sparkling Shine, Lemon Sparkle - 50 Tabs (Pack of 2)",Cleaning & Hygiene Supplies ,Amazon.ae,High
2023,19/12/2023,42.00,"Melitta Anti Calc Bio Liquid Descaler, Coffee Machine Cleaner, Limescale Remover, 250ml",Coffee Acessories ,Amazon.ae,High
2023,19/12/2023,35.00,"
JuSoS 5L Watering Can Plant Watering Kettle Detachable Watering Can 2 In 1 Watering Can Facilities Of Large Capacity Watering Can For Indoor Outdoor Garden",Gardening Tool & Accessories ,MJ15store,Low 
2023,20/12/2023,139.99,"
Bath Gift Set for Women - Luxurious 8 Pcs Bath Set with Jasmine Scented, Includes Bubble Bath, Shower Gel, Milk Lotion & Butter, Hand Soap and More, Perfect Bath Gifts Set for Women",Gifts ,BFFLOVE,Low 
2023,20/12/2023,20.70,Spear & Jackson 2LPAPS 2 Litre (0.5 Gallon) Pump Action Pressure Sprayer,Gardening Tool & Accessories ,Amazon.ae,high
2023,22/12/2023,19.00,"KAICN Undated Weekly Planner Goals Notebook with Spiral Binding, A5 (5.7x8.0in)",Stationary ,GHeD-am,high
2023,22/12/2023,15.75,Showay Double-Sided Wood Foot Rasp Dead Skin Callus Remover Foot File Exfoliating Brush Wooden Handle Pedicure Scrubber,Grooming ,Amazon.ae,high
2024,09/01/2024,19.06,"Sanita Club Garbage Bags Twin Pack Roll , 55 Gallons X-Large ,30 Bags",Cleaning & Hygiene Supplies ,Amazon.ae,High
2024,10/01/2024,29.99,3Pcs Durable Honeycomb Mesh Laundry Bags for Delicates 12 x 16 Inches,Garments & Laundry Supplies,Fangluyi-ae,High
2024,12/01/2024,32.99,"Garment Steamer Ironing Glove, Waterproof Anti Steam Mitt with Finger Loop, Complete Care Protective Garment Steaming Mitt, Heat Resistant Gloves for Clothes Steamers (Large) (Grey)",Garments & Laundry Supplies,nnewvante,Low 
2024,11/01/2024,116.90,"eufy Smart Scale P2 Pro, Weight Scale with Wi-Fi, Bluetooth Weighning Scale, 16 Measurements Including Weight, Heart Rate, Body Fat, BMI, Muscle & Bone Mass, 3D Virtual Body Mode, 50 g/0.1 lb",Fitness Acessories,AnkerDirect AE,High
2024,23/01/2024,33.95,Earth's Finest Virgin Coconut Oil - 500ml | Cold-Pressed & Unrefined Cooking Oil | Natural Oil for Healthy Skin and Hair,Food Consumable,Amazon.ae,High
2024,23/01/2024,29.00,Dr Teal's Body Wash with Epsom Salt Sleep Blend with Melatonin 710Ml,Toiletries ,Amazon.ae,High
2024,24/01/2024,60.00,RedOne AQUA HAIR GEL WAX Full Force Black -5 ounces /150 ml,Grooming ,THE COSMETICS MALL,High
2024,24/01/2024,13.00,Wilton Decorating Squeeze Bottles 12 oz 0261296,Kitchen Supplies ,Amazon.ae,Medium
2024,24/01/2024,29.99,Paratoland 8 Pairs Oxford Waxed Dress Shoe Laces - Fomal Cotton Shoe Lace for Dress Boots - Round Shoe Strings for Leather Shoes,Sneaker Acessories , D-Sport,High
2024,25/01/2024,55.00,"Old Spice Original Shower Gel For Men, 3 x 250 ml",Toiletries ,beauty link,High
2024,25/01/2024,61.93,Eucerin 250 Ml Shampoo,Grooming ,BrandatMe,High
2024,25/01/2024,22.00,"Bio Balance Organic Aloe Vera Shampoo, 330 Ml",Toiletries ,Amazon.ae,High
2024,25/01/2024,24.75,"Fine Classic Euphoria Facial Tissue, Sterilized Tissue Box,10 Boxes, 2 Ply × 130 Sheets, Cotton Feel Tissue Suitable for All Settings, Fine Tissue Sterilized by Steripro, Pack may Vary",Cleaning & Hygiene Supplies ,Amazon.ae,High
2024,31/01/2024,18.00,"Bcleen Dish Wash Liquid For Dishwashing, Lemon - 5L",Cleaning & Hygiene Supplies ,Amazon.ae,High
2024,31/01/2024,22.00,"Bio Balance Organic Argan Oil Conditioner, 330 Ml",Toiletries ,Amazon.ae,High
2024,31/01/2024,24.15,Arm & Hammer Cat Litter Deodizer 567g,Pet Acessories,Amazon.ae,High
2024,01/02/2024,75.10,"Nature Smile Luxury Natural Wooden Suit Hangers - 6 Pack - Wood Coat Hangers,Jacket Outerwear Shirt Hangers,Glossy Finish with Extra-Wide Shoulder, 360 Degree Swivel Hooks & Anti-Slip Bar with Screw",Garments & Laundry Supplies,Amazon.ae,High
2024,02/02/2024,12.00,Bcleen Quick Table Sanitizer 900 ml,Cleaning & Hygiene Supplies ,Amazon.ae,High
2024,03/02/2024,9.45,"Xcluzive Facial & Body Hair Razor, Pack Of 3",Grooming ,Amazon.ae,High
2024,03/02/2024,65.00,"SHUOJIA Cloud Sliders for Women and Men Non-Slip Quick Dry Shower Slippers Ultra-Soft Thick Sole Slides Beach Sandals House Pillow Slides for Indoor & Outdoor (Light green,10UK)",Fashion, ruyanmaovb,High
2024,06/02/2024,19.20,"
Bcleen Disinfectant Floor Cleaner Liquid, Multisurface Cleaner, Lavender 5 Ltr",Cleaning & Hygiene Supplies ,Amazon.ae,High
2024,07/02/2024,57.50,Sadia Chicken Breast Cubes 1.5kg,Food Consumable,Lulu - Amazon ,High
2024,08/02/2024,15.21,"
SHOWAY Pill Cutter, Portable Tablet Cutter with Blade 2 In 1 Splitter Case for Pills Tablets Transparent Blue, Small Large Cut Half or Quarter",Miscellaneous,Amazon.ae,High
2024,15/02/2024,90.00,"
ECOTEAS Organic Yerba Mate Unsmoked Tea 24 Bags",Food Consumable,Elegance-Fashion,High
2024,16/02/2024,57.11,Cino Cleano Espresso Machine Cleaning Tablets (8 Count),Coffee Acessories ,Esthetica,High
2024,25/02/2024,95.80,Sadia Tender Chicken Breast 2kg + 1kg,Food Consumable,Lulu - Amazon ,High
2024,25/02/2024,10.75,Bayara garam masala powder - 200 gm,Food Consumable,Lulu - Amazon ,High
2024,25/02/2024,16.80,Tilda Brown Basmati Rice 1kg,Food Consumable,Lulu - Amazon ,High
2024,25/02/2024,8.95,"Bayara Garam Masala Whole, 100 gm",Food Consumable,Lulu - Amazon ,High
2024,25/02/2024,4.00,Ginger India 200 g Approx.,Food Consumable,Lulu - Amazon ,High
2024,25/02/2024,4.80,Fresh Turmeric India 200 g Approx.,Food Consumable,Lulu - Amazon ,High
2024,25/02/2024,10.25,"Vileda Rainbow Medium Foam Sponge Scourer, Eco-Friendly, Comfortable Grip, Value Pack 10 Pcs, Multi Colours",Cleaning & Hygiene Supplies ,Lulu - Amazon ,High
2024,25/02/2024,7.40,Bayara Garlic Powder 200g,Food Consumable,Lulu - Amazon ,High
2024,25/02/2024,3.95,Fresh Beef Bones 500g,Food Consumable,Lulu - Amazon ,High
2024,02/03/2024,27.05,"Sanita Club Garbage Bags Twin Pack Roll , 55 Gallons X-Large ,30 Bags",Cleaning & Hygiene Supplies ,Amazon.ae,High
2024,20/03/2024,29.00,Tramontina 4 Piece Knives Set - Stainless Steel Professional Chef Knives set with Plywood handles.,Kitchen Acessories ,Amazon.ae,High
2024,02/03/2024,32.85,"
Oral B Pro-Expert Pulsar Toothbrush, Multi Colour, Assorted, 35 Medium",Toiletries ,Amazon.ae,High
2024,29/03/2024,"4,599.00","Apple 2024 MacBook Air (13-inch, Apple M3 chip with 8‑core CPU and 8‑core GPU, 8GB Unified Memory, 256GB) - Silver",Electronics,Amazon.ae,High
2024,29/03/2024,32.39,"Waterproof Desk Mat,Dual-Sided Writing Pad, PU Leather Desk Pad,Scratch-Resistant Desk Protector Writing Mat,Easy Storage Mouse Pad for Office/Home (D",Home Imporvement,SUYAYA_UAE,High
2024,30/03/2024,59.60,Python for Data Science For Dummies,Books ,BooksMart_UAE,High
2024,30/03/2024,66.99,"MOSISO Compatible with MacBook Air 13.6 inch Case 2024 2023 2022 Release M3 A3113 M2 A2681 with Liquid Retina Display & Touch ID, Protective Plastic H",Gadget Acessories,Valuabledeal,High
2024,01/04/2024,266.69,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder Primary Source Isolate, 24 Grams of Protein for Muscle Support and Recovery - French Vanilla Creme, 5 Lbs, 73 Servings (2.27 KG)",Supplements ,Amazon.ae,High
2024,01/04/2024,86.38,Finish Powerball Quantum Ultimate Dishwasher Detergent Tablets for Ultimate Clean & Shine - 32 Tabs (Pack of 3),Cleaning & Hygiene Supplies ,Amazon.ae,High
2024,01/04/2024,31.75,"
Finish Dishwasher Salt - 2 Kg (Pack of 2)",Cleaning & Hygiene Supplies ,Amazon.ae,High
2024,02/04/2024,20.70,"Enviro Guard Enviro Care Trash Bags XX-Small, White, Pack Of 5",Cleaning & Hygiene Supplies ,Amazon.ae,High
2024,02/04/2024,19.99,"RedOne Aqua Hair Wax, Blue",Grooming ,THE COSMETICS MALL,High
2024,02/04/2024,22.90,"
Lenovo Laptop Carrying Case T210, Fits For 15.6-Inch And Tablet, Sleek Design, Durable Water-Repellent Fabric, Business Casual Or School, Gx40Q17231 -",Gadget Acessories,Cap Middle East FZCO,High
2024,09/04/2024,49.95,"
Airtight Food Storage Containers with Lids for Kitchen Organization - Plastic Kitchen Storage Containers for Pantry Organization and Storage - Cereal,",Kitchen Acessories ,MahMir,High
2024,09/04/2024,25.80,Arm & Hammer Cat Litter Deodizer 567g,Pet Acessories,Amazon.ae,High
2024,09/04/2024,16.85,Clorox Liquid Bleach Floral Scent 3.78Litre,Cleaning & Hygiene Supplies ,Amazon.ae,High
2024,18/04/2024,19.85,"Sanita Club Garbage Bags Twin Pack Roll , 55 Gallons X-Large ,30 Bags",Cleaning & Hygiene Supplies ,Amazon.ae,High
2024,21/04/2024,14.30,"Starthi 4 Pieces Thick Non-Slip Elastic Sport Headbands Hair Headbands for Women and Men (Black, Grey)4 Pieces Thick Non-slip Elastic Sport Headbands Football Hair Headbands for Women and Men",Fashion,ull of wind,medium
2024,21/04/2024,102.11,"Optimum Nutrition (ON) Micronized Creatine Monohydrate Powder for Muscle Building Support - Unflavored, 300 Grams, 60 Servings",Supplements ,Amazon.ae,High
2024,21/04/2024,13.50,Soft Tape Measure Retractable Measuring for Body Fabric Sewing Tailor Cloth Knitting Craft Weight Loss Measurements Retractable Black Dual Sided Tape Measure Body Measuring 1 Pack,Miscellaneous,Bon-ae,Low 
2024,25/04/2024,89.00,"Organic Ashwagandha 2,100 mg - 100 Vegan Capsules Pure Organic Ashwagandha Powder with Black Pepper Extract - Natural Anxiety Relief, Mood Enhancer, I",Supplements ,(TheOriginal),High
2024,25/04/2024,24.50,"6 Pieces Kitchen Towel Hooks Round Adhesive Dish Towel Hook Premium Chrome Finish & Easy Installation Wall Mount Hand Towel Hook Ideal as Bathroom, Sh",Home Imporvement,Poopod,High
2024,25/04/2024,7.82,"Royalford Stainless Steel Ginger Grater, Multi-Colour, RF9855",Kitchen Acessories ,Amazon.ae,High
2024,26/04/2024,95.64,"
Bronson Rhodiola Rosea 1000mg Supplement - Adaptogenic Herb for Brain, Stress & Mood Support - Non-GMO, 120 Vegetarian Capsules",Supplements ,Esthetica,High
2024,26/04/2024,37.66,"TruSkin Vitamin C Serum for Face, Anti Aging Serum with Hyaluronic Acid, Vitamin E, Organic Aloe Vera and Jojoba Oil, Hydrating & Brightening Serum for Dark Spots, Fine Lines and Wrinkles, 1 fl oz",Grooming ,Daily Detox Solutions,High
2024,26/04/2024,30.45,"The Derma Co 1% Hyaluronic Sunscreen Aqua Ultra Light Gel with SPF 50 PA++++ For Broad Spectrum, UV A, UV B & Blue Light Protection - 50g(dermaco)",Grooming ,MULTI BRANDS DXB,High
2024,01/05/2024,32.90,"SKY-TOUCH Large Laundry Basket Bags Foldable,3-Section Laundry Hamper Portable Dirty Clothes Bag Sorter with Handle,Large Capacity Fabric Washing Storage Baskets for Bathroom Bedroom Home 135L",Garments & Laundry Supplies,Amazon.ae,High
2024,02/05/2024,18.52,"SHOWAY 3PCS Mug Hooks Under Shelf Mug Holder Cups Storage Rack Drilling Free Coffee Cups Holder Kitchen Belts Scarf Hanging Hooks Rack,Fit for Flat Buttom Cabinet Without Any Lip,|Random Color|",Home Imporvement,Amazon.ae,High
2024,02/05/2024,51.30,"Sensodyne Multi Care + Whitening Toothpaste For Sensitive Teeth, Superior Whitening Action, 75Ml, Pack Of 2",Toiletries ,Amazon.ae,High
2024,02/05/2024,50.00,"Old Spice Original Shower Gel For Men, 3 x 250 ml",Toiletries , beauty link,High
2024,02/05/2024,95.00,Sadia Tender Chicken Breast 2kg + 1kg,Food Consumable,Lulu - Amazon ,High
2024,03/05/2024,12.04,Cello Special Valentine Gift Cello Signature Carbon Ball Pen | Blue Pack of 1 Premium for Smooth Writing Gifting Pens,Stationary ,Amazon.ae,High
2024,03/05/2024,11.03,CELLO TOP BALL RETRACTABLE PEN 0.7MM BLISTER OF 5PC BLUE,Stationary ,Amazon.ae,High
2024,04/05/2024,71.98,"ENSARTE Nonstick Frying Pan Skillet, Swiss Granite Coating Omelette Pan, Healthy Stone Cookware Chef's Pan, PFOA Free (20/24/26/28/32 cm) (24cm)",Kitchen Acessories ,sensarte-AE,High
2024,04/05/2024,87.96,"SENSARTE Nonstick Frying Pan Skillet, Swiss Granite Coating Omelette Pan, Healthy Stone Cookware Chef's Pan, PFOA Free (20/24/26/28/32 cm) (28 cm)",Kitchen Acessories ,sensarte-AE,High
2024,04/05/2024,143.99,"Shoe Box, Shoe Storage Boxes Clear Plastic Stackable, Shoe Organizer Containers with Lids for Women/Men 34.5 x 27 x 19 cm(6 Pcs)",Sneaker Acessories ,Fohome store,High
2024,04/05/2024,14.99,"MARKQ [100 Cups] 4 oz. White Paper Cups- Available in 7oz, 8oz, 12oz, 16oz- Small Disposable Espresso, Qahwa, Bathroom, Mouthwash Cups",Coffee Acessories ,Amazon.ae,High
2024,04/05/2024,92.77,"4 Pack Shoe Storage Boxes, Clear Plastic Stackable Shoe Organizer Bins, Drawer Type Front Opening Shoe Holder Containers",Sneaker Acessories ,BePrincess,High
2024,04/05/2024,13.75,"MARKQ 175 Pcs Rectangle Page Markers, Post-It Sticky Notes Tab, Writeable Labels for Page Marking, Flag Book Markers Index Tab for Home School Office Supplies (7 colors)",Stationary ,Amazon.ae,High
2024,04/05/2024,16.00,MAXI WIRE-O-COLORED POLYPROPYLENE NOTEBOOK A5 80 SHEETS,Stationary ,Amazon.ae,High